Country Code,Country Name,F65,Indicator Code,Indicator Name,Number of Records,Year,Value
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1961,10483000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1961,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1961,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1961,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1961,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1961,71.346097561
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1961,18271000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1962,19290.948298536
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1962,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1962,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1962,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1962,70.942439024
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1962,10742000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1962,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1962,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1962,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1962,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1962,71.367073171
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1962,18614000
IRL,Ireland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1963,
IRL,Ireland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1963,
IRL,Ireland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1963,
IRL,Ireland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1963,
IRL,Ireland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1963,70.272926829
IRL,Ireland,,SP.POP.TOTL,"Population, total",1,1963,2852650
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,72.485121951
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1964,4722072
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,70.663414634
FRA,France,,SP.POP.TOTL,"Population, total",1,1964,49230595
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,70.013707317
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1964,75318337
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,69.104365854
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1964,3504600
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,73.541707317
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1964,188983
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,71.624390244
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1964,54000000
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1964,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1964,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1964,
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1964,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1964,70.165853659
USA,United States,,SP.POP.TOTL,"Population, total",1,1964,191889000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1965,21912.252880162
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1965,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1965,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1965,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1965,70.850243902
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1965,11388000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1965,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1965,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1965,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1965,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1965,71.872195122
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1965,19678000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1966,21834.427483958
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1966,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1966,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1966,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1966,70.819512195
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1966,11651000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1966,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1966,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1966,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1966,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1966,72.004390244
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1966,20048000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,22822.276369834
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,70.869268293
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1967,11799000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,72.207804878
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1967,20412000
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,74.122439024
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1967,7867931
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,72.636585366
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1967,5991785
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,72.124390244
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1967,54943600
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1967,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1967,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1967,
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1967,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1967,70.560975610
USA,United States,,SP.POP.TOTL,"Population, total",1,1967,198712000
AUS,Australia,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1968,23522.765539890
AUS,Australia,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1968,
AUS,Australia,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1968,
AUS,Australia,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1968,
AUS,Australia,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1968,70.919024390
AUS,Australia,,SP.POP.TOTL,"Population, total",1,1968,12009000
CAN,Canada,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1968,
CAN,Canada,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1968,
CAN,Canada,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1968,
CAN,Canada,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1968,
CAN,Canada,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1968,72.353414634
CAN,Canada,,SP.POP.TOTL,"Population, total",1,1968,20744000
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,30441.290390037
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,73.220975610
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1969,4891860
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,71.458536585
FRA,France,,SP.POP.TOTL,"Population, total",1,1969,51561836
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,70.550682927
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1969,77909682
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,71.044560976
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1969,3863900
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
ISL,Iceland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,73.776341463
ISL,Iceland,,SP.POP.TOTL,"Population, total",1,1969,203369
SWE,Sweden,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
SWE,Sweden,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
SWE,Sweden,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
SWE,Sweden,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
SWE,Sweden,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,74.084878049
SWE,Sweden,,SP.POP.TOTL,"Population, total",1,1969,7968072
CHE,Switzerland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
CHE,Switzerland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
CHE,Switzerland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
CHE,Switzerland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
CHE,Switzerland,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,72.612682927
CHE,Switzerland,,SP.POP.TOTL,"Population, total",1,1969,6136387
GBR,United Kingdom,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
GBR,United Kingdom,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
GBR,United Kingdom,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
GBR,United Kingdom,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
GBR,United Kingdom,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,71.721951220
GBR,United Kingdom,,SP.POP.TOTL,"Population, total",1,1969,55441750
USA,United States,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1969,
USA,United States,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1969,
USA,United States,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1969,
USA,United States,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1969,
USA,United States,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1969,70.507317073
USA,United States,,SP.POP.TOTL,"Population, total",1,1969,202677000
DNK,Denmark,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1970,30646.087548411
DNK,Denmark,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1970,
DNK,Denmark,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1970,
DNK,Denmark,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1970,
DNK,Denmark,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1970,73.343414634
DNK,Denmark,,SP.POP.TOTL,"Population, total",1,1970,4928757
FRA,France,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1970,
FRA,France,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1970,
FRA,France,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1970,
FRA,France,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1970,
FRA,France,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1970,71.658536585
FRA,France,,SP.POP.TOTL,"Population, total",1,1970,51957738
DEU,Germany,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1970,19785.611747312
DEU,Germany,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1970,
DEU,Germany,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1970,
DEU,Germany,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1970,
DEU,Germany,,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1970,70.639780488
DEU,Germany,,SP.POP.TOTL,"Population, total",1,1970,78169289
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1970,
HKG,"Hong Kong SAR, China",,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1970,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1970,
HKG,"Hong Kong SAR, China",,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1970,
HKG,"Hong Kong SAR, China",,SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",1,1970,71.386512195
HKG,"Hong Kong SAR, China",,SP.POP.TOTL,"Population, total",1,1970,3959000
ISL,Iceland,,NY.GNP.PCAP.KD,GNI per capita (constant 2010 US$),1,1970,
ISL,Iceland,,NY.GNP.PCAP.PP.CD,"GNI per capita, PPP (current international $)",1,1970,
ISL,Iceland,,SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),1,1970,
ISL,Iceland,,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",1,1970,
